attach,https://iotanode.world:14267 score: 62.49215424436552 scoreNorm: 0.5628838235251659
45384,0
89264,1
195717,2
-1,6
325331,3
325730,4
315034,5
310576,7
-1,10
339800,8
363370,9
-1,11
-1,14
-1,15
-1,13
-1,16
343269,12
-1,24
-1,25
-1,26
-1,27
-1,28
-1,23
688792,17
-1,21
688972,18
-1,22
-1,29
-1,31
-1,30
756097,20
857166,19
-1,40
319420,34
333640,35
-1,38
-1,37
629741,32
633399,33
445226,39
642916,36
-1,43
-1,42
-1,44
-1,41
