attach,http://mandelhost.de:14265 score: 93.12293871688843 scoreNorm: 0.39712649719477655
3680,178597,0
196173,120577,1
134327,309207,2
73728,323490,3
11698,462966,4
50108,480015,5
371752,354689,6
277725,607452,7
245637,764324,8
184210,907526,9
122843,1030120,10
61331,1117343,11
265501,1041504,13
