attach,https://iotanode.world:14267 score: 67.23453068118383 scoreNorm: 0.6078929306463479
36409,0
22802,1
9265,2
67414,3
17361,4
33155,5
54701,6
48999,7
14487,8
53161,9
57589,10
36294,11
78848,12
121906,13
181961,14
151144,15
157316,16
149284,17
173159,18
128143,20
132456,21
370469,19
221938,22
251039,23
262761,24
308102,25
306647,26
300589,27
-1,28
-1,30
350010,29
-1,34
-1,33
-1,32
477518,31
-1,36
-1,35
-1,43
530561,38
512946,39
-1,42
-1,41
-1,40
-1,37
-1,44
