attach,https://nodes.devnet.thetangle.org:443 score: 1 scoreNorm: 1 VFXECOUDXOXFHBHSULQWKDHOJWORQGNVSBOWOH9TDSTHOGCIHZSIADWLKEOPORFJJTIXLGMWXQYVBUYVR
1571077539308,undefined,1571077541415,0
