attach,https://nodes.devnet.thetangle.org:443 score: 1 scoreNorm: 1 TDMHOJZRMCUERCCWQEUIJENHZACBYCBWDZBQTETKKMLUMMQWIDZCIFZWYSQTZDIE9TSYSGYPNV99FFJPK
1571077540614,undefined,1571077551551,0
