attach,http://node04.iotatoken.nl:14265 score: 24.124028381475078 scoreNorm: 24.124028381475078 XMSDGTNBFZSURSKASTKFRWLLTHIWEGDASTATBQTZCAKVLCJUTRKBCBVFYPXPPPLYPVHAWMJTNUAQSLRVS
1571496892771,1571496892925,1571496900299,0,http://node04.iotatoken.nl:14265
1571496962665,1571496962774,1571496969756,1,http://node04.iotatoken.nl:14265
1571496997702,1571496998205,1571497007320,2,http://node04.iotatoken.nl:14265
1571497068116,1571497068493,1571497075477,3,http://node04.iotatoken.nl:14265
1571497138193,1571497138560,1571497142139,4,http://node04.iotatoken.nl:14265
1571497173150,1571497173320,1571497176203,5,http://node04.iotatoken.nl:14265
1571497242725,1571497242905,1571497246936,6,http://node04.iotatoken.nl:14265
1571497314126,1571497314285,1571497316299,7,http://node04.iotatoken.nl:14265
1571497384322,1571497384555,1571497391982,8,http://node04.iotatoken.nl:14265
1571497419248,1571497419511,1571497428546,9,http://node04.iotatoken.nl:14265
1571497453510,1571497453671,1571497454930,10,http://node04.iotatoken.nl:14265
1571497979938,1571497986113,1571497992758,11,http://node04.iotatoken.nl:14265
1571498015042,1571498015224,1571498024985,12,http://node04.iotatoken.nl:14265
1571498084897,1571498085028,1571498104680,13,http://node04.iotatoken.nl:14265
1571498156050,1571498156181,1571498163538,14,http://node04.iotatoken.nl:14265
1571498225570,1571498226106,1571498231344,15,http://node04.iotatoken.nl:14265
1571498261573,1571498261930,1571498277017,16,http://node04.iotatoken.nl:14265
1571498331493,1571498331675,1571498335875,17,http://node04.iotatoken.nl:14265
1571498401494,1571498401637,1571498403366,18,http://node04.iotatoken.nl:14265
1571498436752,1571498439711,1571498442483,19,http://node04.iotatoken.nl:14265
1571498506934,1571498507117,1571498511420,20,http://node04.iotatoken.nl:14265
1571498577704,1571498578050,1571498584780,21,http://node04.iotatoken.nl:14265
1571498648126,1571498648567,1571498657866,22,http://node04.iotatoken.nl:14265
1571498682940,1571498683345,1571498692926,23,http://node04.iotatoken.nl:14265
1571498753361,1571498753478,1571498758440,24,http://node04.iotatoken.nl:14265
1571498823417,1571498823551,1571498830368,25,http://node04.iotatoken.nl:14265
1571498858491,1571498859109,1571498862837,26,http://node04.iotatoken.nl:14265
1571498928986,1571498929121,1571498944631,27,http://node04.iotatoken.nl:14265
1571498999528,1571498999661,1571499008377,28,http://node04.iotatoken.nl:14265
1571499175236,1571499175430,1571499201127,29,http://node04.iotatoken.nl:14265
1571499245369,1571499245502,1571499256386,30,http://node04.iotatoken.nl:14265
1571499280612,1571499282902,1571499296818,31,http://node04.iotatoken.nl:14265
1571499351037,1571499351425,1571499362481,32,http://node04.iotatoken.nl:14265
1571499420678,1571499421046,1571499429281,33,http://node04.iotatoken.nl:14265
1571499456130,1571499456275,1571499458310,34,http://node04.iotatoken.nl:14265
1571499491614,1571499491788,1571499499306,35,http://node04.iotatoken.nl:14265
1571500034046,1571500034214,1571500044821,36,http://node04.iotatoken.nl:14265
1571500070497,1571500070995,1571500075910,37,http://node04.iotatoken.nl:14265
1571500140959,1571500141339,1571500146469,38,http://node04.iotatoken.nl:14265
1571500211186,1571500212327,1571500219099,39,http://node04.iotatoken.nl:14265
1571500246097,1571500270047,1571500283493,40,http://node04.iotatoken.nl:14265
1571500316939,1571500318427,1571500325084,41,http://node04.iotatoken.nl:14265
1571500387366,1571500388897,1571500403393,42,http://node04.iotatoken.nl:14265
1571500457413,1571500457590,1571500472292,43,http://node04.iotatoken.nl:14265
