id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-16T14:38:23.449Z, 1333
1, -22.96034, -43.204342, 2020-03-16T14:39:23.456Z, 2486
2, -22.95949, -43.201069, 2020-03-16T14:40:23.465Z, 1388
3, -22.957621, -43.199081, 2020-03-16T14:41:23.473Z, 2010
4, -22.95569, -43.196388, 2020-03-16T14:42:23.484Z, 2381
5, -22.95536, -43.195789, 2020-03-16T14:43:23.493Z, 1485
6, -22.95443, -43.19286, 2020-03-16T14:44:23.507Z, 938
7, -22.95307, -43.188931, 2020-03-16T14:45:53.524Z, 1133
8, -22.952959, -43.188622, 2020-03-16T14:46:23.529Z, 1479
9, -22.95188, -43.185631, 2020-03-16T14:47:23.537Z, 3208
10, -22.951389, -43.18454, 2020-03-16T14:48:23.543Z, 631
11, -22.950991, -43.183281, 2020-03-16T14:49:23.553Z, 2342
12, -22.94981, -43.181419, 2020-03-16T14:50:23.558Z, 2530
13, -22.947599, -43.182129, 2020-03-16T14:51:23.563Z, 1073
14, -22.943529, -43.181141, 2020-03-16T14:52:23.571Z, 2210
