attach,http://node01.iotatoken.nl:14265 score: 26.062033761160713 scoreNorm: 0.13622790143021563 UVJLRORBGAYCGHYVJYXRNNOACNJFDMSHZCIVPUWDIHONJTUQVLDADYGC9KJUGCPMFMIHIESBKT9UKNVIL
1571609130817,1571609130986,1571609136496,0
1571609162529,1571609162705,1571609172837,1
1571609193747,1571609193892,1571609199875,2
1571609319014,1571609319166,1571609322842,3
1571609383517,1571609383873,1571609398086,4
1571609415952,1571609416247,1571609425442,5
1571609480317,1571609480551,1571609486427,6
1571609572050,1571609572916,1571609576475,7
1571609640359,1571609649999,1571609663061,8
1571609703710,1571609705257,1571609708578,9
1571609801224,1571609802883,1571609805051,10
1571609896013,1571609897790,1571609905727,11
1571609929418,1571609929601,1571609937129,12
