attach,https://wallet1.iota.town:443 score: 69.90462756156921 scoreNorm: 0.7355823505554862
13221,0
3540,1
5662,2
35944,3
21336,4
5998,5
18449,6
22070,7
5528,8
43902,9
8463,10
13891,11
108243,12
110282,13
63067,14
48176,15
37866,16
42017,17
17398,18
31898,19
18264,20
25338,21
8501,22
24865,23
115345,25
202391,24
24876,26
7309,27
7809,28
5750,29
7207,30
14396,31
16197,32
16813,33
16519,34
25314,35
21468,36
7344,37
13421,38
60585,39
4909,40
5295,41
5820,42
9355,43
53363,44
