attach,EORUFTVUYFFHBQYSNQBXIUTQFBDEGFUKWAMAUZCHRHMLSYYHKLFVSEHSYVOYGTQSNOO9LTPXRNCGDM9Y9
1570291252647,1570291153990,1570291264115,0,http://node03.iotatoken.nl:14265,11468
1570291283440,1570291179124,1570291291210,1,http://node03.iotatoken.nl:14265,10544
1570291313843,1570291208439,1570291318345,2,http://node03.iotatoken.nl:14265,9034
1570291436091,1570291334078,1570291449217,3,http://node03.iotatoken.nl:14265,10057
1570291498183,1570291389978,1570291500190,4,http://node03.iotatoken.nl:14265,8045
1570291529386,1570291422145,1570291534202,5,http://node03.iotatoken.nl:14265,7238
1570291591010,1570291492377,1570291602097,6,http://node03.iotatoken.nl:14265,8201
1570291680501,1570291581309,1570291691522,7,http://node03.iotatoken.nl:14265,8906
1570291746108,1570291642132,1570291753524,8,http://node03.iotatoken.nl:14265,8534
1570291807582,1570291701272,1570291812235,9,http://node03.iotatoken.nl:14265,7564
1570291900441,1570291801080,1570291914041,10,http://node03.iotatoken.nl:14265,9073
1570291992462,1570291886606,1570291997050,11,http://node03.iotatoken.nl:14265,7952
1570292023880,1570291917339,1570292031746,12,http://node03.iotatoken.nl:14265,7931
1570292116718,1570292010660,1570292121183,13,http://node03.iotatoken.nl:14265,7065
1570292178815,1570292072711,1570292185255,14,http://node03.iotatoken.nl:14265,6909
1570292210301,1570292103811,1570292214906,15,http://node03.iotatoken.nl:14265,6333
1570292302923,1570292198174,1570292310320,16,http://node03.iotatoken.nl:14265,6599
1570292365258,1570292260135,1570292375278,17,http://node03.iotatoken.nl:14265,7455
1570292427265,1570292320384,1570292430023,18,http://node03.iotatoken.nl:14265,6281
1570292489422,1570292384554,1570292495388,19,http://node03.iotatoken.nl:14265,6203
1570292551022,1570292445533,1570292561682,20,http://node03.iotatoken.nl:14265,7318
1570292614995,1570292508075,1570292625116,21,http://node03.iotatoken.nl:14265,8019
1570292643591,1570292538672,1570292649553,22,http://node03.iotatoken.nl:14265,7505
1570292737597,1570292633005,1570292751705,23,http://node03.iotatoken.nl:14265,9156
1570292799410,1570292695585,1570292809010,24,http://node03.iotatoken.nl:14265,9267
1570292830244,1570292722097,1570292833641,25,http://node03.iotatoken.nl:14265,7800
1570292923066,1570292816966,1570292929045,26,http://node03.iotatoken.nl:14265,7345
1570292984265,1570292885970,1570292996041,27,http://node03.iotatoken.nl:14265,8453
1570293041174,1570292943012,1570293056161,28,http://node03.iotatoken.nl:14265,10087
1570293108361,1570293013554,1570293126424,29,http://node03.iotatoken.nl:14265,12081
1570293139801,1570293040534,1570293150158,30,http://node03.iotatoken.nl:14265,11650
1570293198549,1570293091868,1570293201493,31,http://node03.iotatoken.nl:14265,9474
1570293293153,1570293187592,1570293298712,32,http://node03.iotatoken.nl:14265,8496
1570293354780,1570293254036,1570293364589,33,http://node03.iotatoken.nl:14265,8825
1570293416471,1570293311686,1570293423752,34,http://node03.iotatoken.nl:14265,8439
1570293447507,1570293341914,1570293462041,35,http://node03.iotatoken.nl:14265,9963
1570293535323,1570293428545,1570293538343,36,http://node03.iotatoken.nl:14265,8228
1570293593204,1570293489071,1570293599574,37,http://node03.iotatoken.nl:14265,7764
1570293619375,1570293512981,1570293623086,38,http://node03.iotatoken.nl:14265,6751
1570293726435,1570293622358,1570293734991,39,http://node03.iotatoken.nl:14265,7203
1570293776251,1570293670163,1570293779874,40,http://node03.iotatoken.nl:14265,6308
1570293818646,1570293711703,1570293821826,41,http://node03.iotatoken.nl:14265,5526
1570293910681,1570293805298,1570293915919,42,http://node03.iotatoken.nl:14265,5454
1570293971933,1570293864314,1570293977268,43,http://node03.iotatoken.nl:14265,5425
1570294033358,1570293930670,1570294041907,44,http://node03.iotatoken.nl:14265,6206
