attach,https://trinity.iota-tangle.io:14265 score: 67.32180488380519 scoreNorm: 0.6237161692823884
6862,0
2578,1
4162,2
700,3
1773,4
6811,5
1792,6
1643,7
5071,8
1999,9
13617,10
2537,11
1418,12
1503,13
2687,14
1171,15
1114,16
1206,17
1769,18
1872,19
1164,20
2489,21
4142,22
1728,23
1643,24
3511,25
2534,26
1691,27
1682,28
2294,29
1597,30
1838,31
1436,32
899,33
1921,34
3069,35
1591,36
995,37
1315,38
906,39
1416,40
2071,41
1261,42
2972,43
1516,44
