attach,https://pow.iota.community:443 score: 53.82130868732929 scoreNorm: 0.40540043432584794
13996,0
36711,1
5340,2
8931,3
42215,4
4149,5
7519,6
44712,7
28805,8
11091,9
2976,10
14015,11
5264,12
4555,13
4224,14
10473,15
