attach,https://nodes.thetangle.org:443 score: 110.11773382636937 scoreNorm: 0.5961933094104742 JFGUILMUFZDNAHCALCKNLZUVUH9CYFLGMKEGEWRCPZFTQPINMEMPVOAOMTPRWC9KOHOMRUUATCMMUIIA9
1571766756018,1571766756286,1571766774153,0
1571766789594,1571766789777,1571766795863,1
1571766881854,1571766882073,1571766900774,2
1571766946531,1571766946952,1571766947709,3
1571766979677,1571766979873,1571767028642,4
1571767107605,1571767107806,1571767167171,5
1571767203614,1571767204174,1571767229723,6
1571767266580,1571767267094,-1,7
1571767331142,1571767331916,-1,8
1571767395661,1571767396048,1571767428973,9
1571767458574,1571767459030,1571767460186,10
1571767579570,1571767579907,1571767581146,12
1571767526052,1571767526318,-1,11
1571767644213,1571767644689,1571767648763,13
1571767709933,1571767710339,1571767729219,14
1571767773821,1571767774442,1571767794081,15
1571767838390,1571767839121,1571767865148,16
1571767903118,1571767903877,1571767953908,17
1571767968214,1571767969797,1571767971846,18
1571768034038,1571768034510,1571768044463,19
1571768099512,1571768100136,1571768102804,20
1571768161706,1571768161959,1571768174002,21
1571768225559,1571768240054,1571768243624,22
1571768289676,1571768289901,1571768294862,23
1571768355683,1571768363079,1571768373187,24
1571768418066,1571768418286,1571768429486,25
1571768450253,1571768450809,-1,26
1571768547769,1571768549046,1571768585362,27
1571768612732,1571768612973,1571768614047,28
1571768675621,1571768675981,1571768677533,29
1571768740079,1571768740341,1571768742311,30
1571768804832,1571768805067,1571768826824,31
1571768868630,1571768868892,1571768875056,32
1571768930247,1571768930882,-1,33
1571768994467,1571768994915,1571769004851,34
1571769057791,1571769058234,1571769072171,35
1571769122471,1571769123137,1571769142186,36
1571769186945,1571769188168,1571769191264,37
1571769250913,1571769252578,1571769256581,38
1571769313915,1571769315149,1571769322181,39
1571769388668,1571769390123,1571769401895,40
1571769420569,1571769421072,1571769426451,41
1571769515275,1571769515860,-1,42
1571769577945,1571769578162,1571769585716,43
1571769598988,1571769599681,1571769648148,44
