attach,https://iotanode.world:14267 score: 40.773345592028775 scoreNorm: 0.16699472520172598 XESDFOEPQQVOCXYVFIMFSDEDRZKI9BFVAFTTSNDJPJMXTGIKOXJPURDNFHRVEMFHARGQIVX9YVTGUNBNR
1570382638025,-1,-1,1
1570382627481,-1,-1,0
1570382750507,-1,-1,2
1570382792053,-1,-1,3
1570382996787,-1,-1,4
1570383057741,-1,-1,5
1570383119266,-1,-1,6
1570383181400,-1,-1,7
1570383192054,-1,-1,8
1570383430741,-1,-1,9
1570383493017,-1,-1,10
1570383555000,-1,-1,11
1570383607567,-1,-1,12
1570383680814,-1,-1,13
1570383732274,-1,-1,14
1570383857719,-1,-1,15
1570383931453,-1,-1,16
1570383984281,-1,-1,17
1570384057368,-1,-1,18
1570384120461,-1,-1,19
1570384183790,-1,-1,20
1570384246317,-1,-1,21
1570384309976,-1,-1,22
1570384372583,-1,-1,23
1570384435711,-1,-1,24
1570384498882,-1,-1,25
1570384560710,-1,-1,26
1570384674802,-1,-1,28
1570384726825,-1,-1,29
1570384622778,-1,-1,27
1570384872654,-1,-1,30
1570384936006,-1,-1,31
1570384988581,-1,-1,32
1570385050708,-1,-1,33
1570385071861,-1,-1,34
1570385247384,-1,-1,35
1570385362511,-1,-1,37
1570385299669,-1,-1,36
1570385424545,-1,-1,38
1570385487321,-1,-1,39
1570385550407,-1,-1,40
1570385611654,-1,-1,41
1570385672575,-1,-1,42
1570385736343,-1,-1,43
1570385787647,-1,-1,44
