attach,https://wallet2.iota.town:443 score: 73.44153606891632 scoreNorm: 0.6581189808877191
-1,2
-1,1
-1,0
-1,5
-1,4
-1,3
-1,6
-1,7
-1,8
-1,9
-1,10
-1,11
628708,12
-1,17
-1,18
-1,19
-1,20
-1,16
-1,22
672178,13
765940,14
768274,15
-1,23
723877,21
-1,28
-1,27
-1,26
-1,32
-1,31
-1,30
-1,33
-1,34
-1,35
-1,36
-1,37
-1,38
914765,24
1019056,25
-1,29
-1,39
-1,40
-1,42
-1,43
-1,44
-1,41
