attach,https://iotanode.world:14267 score: 40.78311138644943 scoreNorm: 0.3118834578334039
38382,0
28466,1
44866,2
49008,3
38994,4
26360,5
48445,6
15635,7
54010,8
-1,9
-1,10
-1,15
-1,14
-1,13
427561,11
400528,12
-1,18
-1,19
-1,26
-1,27
260663,20
-1,25
-1,24
-1,28
-1,23
589651,16
688031,17
-1,22
-1,21
-1,30
-1,29
-1,31
-1,32
-1,38
-1,40
-1,39
-1,37
-1,41
419312,36
-1,35
-1,42
835659,33
852161,34
-1,43
524331,44
