attach,https://nodes.devnet.thetangle.org:443 score: 1 scoreNorm: 1 XBYDDYQG9MFBRLXSOZQDX9SGLOBMQYVWGJIAIHXYB9VSBDTLQOSJCLHEWILLUBCUWSCJ9KFCAXDRYDJIR
-1,0
