attach,http://89.163.242.213:14265 score: 72.80329359266493 scoreNorm: 0.531147068981586
3069,0
4003,1
1500,2
2732,3
3331,4
7722,5
6664,6
12023,7
12761,8
3733,9
2616,10
3671,11
6476,12
7875,13
1646,14
4931,15
1811,16
3571,17
2968,18
25953,19
6290,20
8418,21
7972,22
4359,23
6029,24
7804,25
18990,26
12969,27
4324,28
2309,29
17089,30
3894,31
2820,32
10732,33
5146,34
1656,35
5096,36
25410,37
54765,38
52880,39
39484,40
9106,41
8222,42
3995,43
4926,44
