id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-07T22:47:03.673Z, 4113
1, -22.924776, -43.179428, 2020-03-07T22:48:13.684Z, 4124
2, -22.925875, -43.179329, 2020-03-07T22:48:48.760Z, 1903
3, -22.928761, -43.179279, 2020-03-07T22:49:58.788Z, 8005
4, -22.930351, -43.178955, 2020-03-07T22:51:08.811Z, 3300
5, -22.930725, -43.179085, 2020-03-07T22:51:43.822Z, 2697
6, -22.931084, -43.179314, 2020-03-07T22:52:52.843Z, 7055
7, -22.931461, -43.179459, 2020-03-07T22:54:03.859Z, 7584
8, -22.932478, -43.182209, 2020-03-07T22:55:13.884Z, 2198
9, -22.932751, -43.183285, 2020-03-07T22:55:48.906Z, 1552
10, -22.93276, -43.183285, 2020-03-07T22:56:22.912Z, 2425
