attach,https://node02.gubiota.ch:443 score: 41.26448619214794 scoreNorm: 0.40300858487630303
12419,0
2529,1
5499,2
16137,3
48979,4
129559,5
127015,6
85024,7
72482,8
-1,9
105599,10
177394,11
68192,13
228166,12
143883,14
106033,15
57695,16
78999,17
-1,19
-1,18
128986,21
-1,20
-1,22
125152,23
28506,25
149253,24
102631,26
50869,27
14789,28
19984,29
26368,31
-1,30
153493,32
66201,33
154678,34
135715,35
-1,36
-1,37
-1,38
-1,39
-1,40
-1,41
-1,42
-1,43
-1,44
