attach,https://nod3.theshock.de:443 score: 22.64922177249735 scoreNorm: 0.24974228115454639
14332,0
21972,1
7577,2
9593,3
11650,4
7265,5
4732,6
11170,7
15329,8
2300,9
32013,10
9241,11
6155,12
2775,13
6913,14
12231,15
5318,16
17282,17
5336,18
43097,19
16288,20
18227,21
2157,22
3169,23
12036,24
9615,25
4817,26
3216,27
7545,28
12756,29
9773,30
5173,31
3941,32
14427,33
27976,34
2218,35
5063,36
7813,37
11290,38
16410,39
35637,40
13784,41
3146,42
11929,43
11866,44
