attach,https://iotanode.world:14267 score: 46.46425518265426 scoreNorm: 0.18982912096572108
24228,0
64455,1
55824,2
72307,3
20512,4
44595,5
38166,6
23164,7
294335,8
114563,9
92942,10
77258,12
187988,11
162036,13
266308,14
271987,15
280973,16
319273,17
-1,19
-1,18
-1,23
-1,22
-1,21
-1,20
-1,25
-1,26
-1,24
-1,27
-1,28
-1,32
-1,31
-1,30
396640,29
-1,34
-1,33
-1,39
-1,38
-1,37
-1,36
-1,35
-1,42
-1,41
-1,40
-1,43
-1,44
