attach,https://trinity.iota-tangle.io:14265 score: 52.2668262720108 scoreNorm: 0.21353545102317267
5485,0
3805,1
1601,2
2783,3
2930,4
2814,5
939,6
1851,7
1860,8
2712,9
1505,10
1017,11
1621,12
1865,13
1625,14
3359,15
3241,16
4896,17
3283,18
2091,19
5629,20
1723,21
1340,22
1149,23
3340,24
1259,25
1668,26
8540,27
2809,28
2232,29
2686,30
1267,31
1757,32
2050,33
1893,34
1886,35
1359,36
1719,37
1910,38
4311,39
3602,40
2600,41
2900,42
5652,43
2666,44
