attach,PMTJFEFLSEYTDUGCLSX9WSOWKN9VL9JOVUQZZDE9RRYTIZIPWLWFFCDHJPUMROEAVM9NTIMPILQGSJVLD https://dyn.tangle-nodes.com:443 score: 0.5120577470627846
-1,0
