attach,QGZMTPMPLFKBJITEGYIIUVUFXRUOLDHXBJFMPWASOAKLIELGDEUKWOE9OLYTJZFBF9WWTQKWHUNPLPVDS https://pow.iota.community:443 score: 0.6091343970097006
-1,0
