attach,https://nodes.thetangle.org:443 score: 119.07474620347614 scoreNorm: 0.8687272143148584
3989,1
23206,0
3635,3
-1,2
2333,5
1668,6
982,8
9578,7
1390,9
2892,10
3512,11
5067,12
-1,4
1274,13
2050,14
1498,15
3120,16
1900,17
11564,18
2130,19
36707,20
1334,21
1858,22
17426,23
9118,24
4643,25
1697,26
2548,27
11250,28
12646,29
1694,30
10584,31
9103,32
9371,33
5856,34
1085,35
939,36
3739,37
3579,38
8581,39
6125,40
2196,41
2010,42
2738,43
1303,44
