attach,https://node02.gubiota.ch:443 score: 39.333558511448096 scoreNorm: 0.28696372492241573
-1,1
-1,0
-1,2
-1,3
200056,4
106975,5
-1,6
78159,7
101747,8
40640,9
18888,10
6754,11
41243,12
12695,14
114592,13
25977,15
43879,16
51217,17
-1,18
164178,19
121910,20
114365,21
52735,22
71995,23
-1,24
65960,25
69377,26
-1,27
-1,29
183961,28
-1,30
188134,31
-1,32
-1,33
-1,35
-1,34
-1,36
-1,37
-1,38
-1,39
-1,40
-1,41
106016,42
68321,43
48942,44
