attach,https://node02.gubiota.ch:443 score: 38.968411622882925 scoreNorm: 0.34920091159312383
27316,1
100156,0
65350,2
56277,3
81018,4
-1,5
-1,6
-1,7
-1,8
-1,9
-1,10
-1,11
-1,12
-1,13
-1,15
-1,14
216567,16
-1,17
-1,18
-1,19
-1,21
-1,20
-1,22
-1,23
-1,24
-1,25
-1,26
-1,27
-1,29
-1,28
-1,31
-1,30
-1,32
-1,33
-1,34
-1,35
-1,37
-1,36
-1,40
-1,39
201490,38
31917,41
129916,42
93443,43
43337,44
