id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-11T18:47:30.328Z, 3440
1, -22.924776, -43.179428, 2020-03-11T18:48:40.360Z, 3678
2, -22.925875, -43.179329, 2020-03-11T18:49:15.377Z, 2093
3, -22.928761, -43.179279, 2020-03-11T18:50:25.415Z, 1366
4, -22.930351, -43.178955, 2020-03-11T18:51:35.467Z, 3270
5, -22.930725, -43.179085, 2020-03-11T18:52:10.478Z, 1723
6, -22.931084, -43.179314, 2020-03-11T18:53:19.524Z, 1113
7, -22.931461, -43.179459, 2020-03-11T18:54:30.546Z, 113
8, -22.932478, -43.182209, 2020-03-11T18:55:40.607Z, 1280
9, -22.932751, -43.183285, 2020-03-11T18:56:15.637Z, 3077
10, -22.93276, -43.183285, 2020-03-11T18:56:49.642Z, 1602
