id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-11T18:48:15.348Z, 3250
1, -22.894, -43.2578, 2020-03-11T18:49:15.380Z, 1588
2, -22.8949, -43.2624, 2020-03-11T18:50:34.419Z, 1749
3, -22.8967, -43.2632, 2020-03-11T18:51:55.471Z, 143
4, -22.899, -43.2636, 2020-03-11T18:52:14.485Z, 1954
5, -22.9007, -43.2666, 2020-03-11T18:53:14.509Z, 3155
6, -22.9018, -43.2692, 2020-03-11T18:54:14.542Z, 3684
7, -22.897, -43.2722, 2020-03-11T18:56:14.616Z, 2086
8, -22.8964, -43.2726, 2020-03-11T18:57:14.660Z, 1481
9, -22.8926, -43.2767, 2020-03-11T18:58:42.715Z, 2633
10, -22.8921, -43.2775, 2020-03-11T18:59:13.731Z, 3200
11, -22.892, -43.2794, 2020-03-11T19:00:13.748Z, 1743
12, -22.8919, -43.2804, 2020-03-11T19:01:13.758Z, 1416
13, -22.8919, -43.2818, 2020-03-11T19:02:13.795Z, 1710
