attach,https://nodes.devnet.thetangle.org:443 score: 1 scoreNorm: 1 VNQYVGXJZDGV9VW9KXWNLQBYABAVQFRNFVWIGXEEFLLIQQHVQUIKCOUWQGXEOOVSTFVDNHLVCKSJFTOYX
1571077569700,undefined,1571077571399,0
