attach,https://nodes.devnet.thetangle.org:443 score: 1 scoreNorm: 1 OBGINXOZJDJ9UMBTQVTUI9LDRZPHAKFMXEATKEGBJTUKMSAYRQATLTGCZACPMBVCTSXJTGY9FHNLJCSDA
1571077570951,undefined,1571077572970,0
