attach,http://89.163.242.213:14265 score: 65.09420580931383 scoreNorm: 0.5842840715608923
3127,0
3271,1
4366,2
1370,3
20895,4
1952,5
3134,6
5788,7
9888,8
16250,9
1958,10
16175,11
2649,12
7905,13
4802,14
10188,15
11972,16
2868,17
3639,18
74894,19
44409,20
14354,21
4020,22
17393,23
8819,24
14748,25
15877,26
5049,27
5013,28
4169,29
4236,30
4412,31
6540,32
2928,33
7048,34
1976,35
1858,36
8495,37
2338,38
2663,39
3401,40
4420,41
4774,42
15202,43
6066,44
