attach,http://node06.iotatoken.nl:14265 score: 45.650256173270094 scoreNorm: 0.19854463072468914
1570882954329,1570882954867,1570882954910,1570882959932,0
1570883128448,1570883136303,1570883136315,1570883158602,2
1570883163452,1570883173372,1570883173384,1570883175087,3
1570883233636,1570883234337,-1,-1,4
1570883372727,1570883373323,1570883373337,1570883377445,5
1570883407750,1570883431381,1570883431397,1570883504174,6
1570883928981,1570883966888,1570883966918,1570883990245,7
1570883929982,1570883984590,1570883984617,1570883990251,8
1570884202148,1570884305740,1570884305756,1570884695999,10
1570884167142,1570884306550,1570884306566,1570884696099,9
1570884278182,1570884306167,1570884306189,1570884696123,11
1570884460388,1570884696307,1570884696324,1570885569707,14
1570884390273,1570884697267,1570884697289,1570885569847,13
1570884504398,1570884696685,1570884696708,1570885569853,15
1570884573428,1570884697599,1570884697616,1570885570010,16
1570884354268,1570884697864,1570884697880,1570885570024,12
1570884644528,1570884697000,1570884697021,1570885570040,17
1570884748628,1570885483953,1570885483977,1570885570045,19
1570884714613,1570885151988,1570885152008,1570885570050,18
1570884951844,1570885572487,-1,-1,22
1570885309286,1570885573043,1570885573062,1570886653139,28
1570885253064,1570885571396,1570885571408,1570886653144,27
1570884875804,1570885573618,1570885573645,1570886653153,21
1570885020864,1570885571924,1570885571943,1570886653158,24
1570885177038,1570885570345,1570885570358,1570886653163,26
1570885373304,1570885573914,1570885573958,1570886653168,29
1570885494492,1570885573401,1570885573412,1570886653173,31
1570885528698,1570885572766,1570885572777,1570886653178,32
1570884986852,1570885571147,1570885571158,1570886653183,23
1570884829745,1570885571687,1570885571698,1570886653187,20
1570885414318,1570885570663,1570885570674,1570886653196,30
1570885107018,1570885572202,1570885572213,1570886653201,25
1570885673789,1570886657029,-1,-1,34
1570885846360,1570886656545,1570886656560,1570887185150,37
1570885972931,1570886655643,1570886655654,1570887185155,39
1570885604714,1570886653863,1570886653883,1570887185160,33
1570885795346,1570886656792,1570886656806,1570887185165,36
1570886386836,1570886654182,1570886654202,1570887185170,43
1570886270696,1570886655354,1570886655366,1570887185175,41
1570885915724,1570886656198,1570886656210,1570887185184,38
1570886331817,1570886655059,1570886655070,1570887185189,42
1570886441851,1570886654503,1570886654526,1570887185194,44
1570885727920,1570886655915,1570886655933,1570887185198,35
1570885987931,1570886654810,1570886654836,1570887185203,40
