attach,http://185.244.194.231:14265 score: 6.894121199846268 scoreNorm: 0.05098970541873743
-1,0
-1,1
-1,2
-1,3
-1,4
-1,5
-1,6
-1,7
-1,8
-1,9
-1,10
-1,11
-1,12
-1,13
55704,14
142446,15
301547,16
312816,17
168219,19
402667,20
734734,18
492700,21
389113,24
601311,22
706159,23
687897,25
695907,26
678137,27
672796,28
-1,33
-1,32
-1,31
-1,30
-1,29
-1,36
-1,35
-1,34
-1,37
72103,38
76570,39
79228,40
22106,41
45759,42
-1,44
227423,43
