id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-11T22:45:09.129Z, 1524
1, -22.96034, -43.204342, 2020-03-11T22:46:09.148Z, 1758
2, -22.95949, -43.201069, 2020-03-11T22:47:09.158Z, 2175
3, -22.957621, -43.199081, 2020-03-11T22:48:09.170Z, 2296
4, -22.95569, -43.196388, 2020-03-11T22:49:09.182Z, 2264
5, -22.95536, -43.195789, 2020-03-11T22:50:09.192Z, 1295
6, -22.95443, -43.19286, 2020-03-11T22:51:09.210Z, 1484
7, -22.95307, -43.188931, 2020-03-11T22:52:39.223Z, 1428
8, -22.952959, -43.188622, 2020-03-11T22:53:09.225Z, 3131
9, -22.95188, -43.185631, 2020-03-11T22:54:09.234Z, 2517
10, -22.951389, -43.18454, 2020-03-11T22:55:09.241Z, 367
11, -22.950991, -43.183281, 2020-03-11T22:56:09.248Z, 1588
12, -22.94981, -43.181419, 2020-03-11T22:57:09.251Z, 1135
13, -22.947599, -43.182129, 2020-03-11T22:58:09.261Z, 2941
14, -22.943529, -43.181141, 2020-03-11T22:59:09.271Z, 1999
