attach,http://mandelhost.de:14265 score: 71.96968590545654 scoreNorm: 0.316636732873096
9525,607139,0
631896,241696,2
551242,342037,3
348085,551338,4
285696,623672,5
162831,823329,6
98253,902407,7
86571,928833,8
587793,1165562,1
704884,853675,14
602170,911470,17
