attach,https://nodes.thetangle.org:443 score: 93.13957579880616 scoreNorm: 0.7906984622292127
2346,0
11075,1
7644,2
9130,3
1443,4
2010,5
1173,6
976,7
2379,8
3104,9
12124,10
2635,11
1877,12
1619,13
4479,14
7645,15
1836,16
1910,17
-1,18
6297,19
2474,20
2897,21
3394,22
5608,23
2385,24
2599,25
4463,26
2173,27
3405,28
1828,29
1242,30
2023,31
4104,32
3012,33
2763,34
3795,35
2763,36
23394,37
3330,38
624,39
9378,41
2345,42
717,43
1783,44
-1,40
