attach,https://node-iota.org:14267 score: 38.66292084753513 scoreNorm: 0.42980855630412973
4550,0
18519,1
24075,2
18874,3
15067,4
67183,5
21260,6
3669,7
8398,8
55268,9
16247,10
10883,11
24122,12
30900,13
15006,14
25530,15
18497,16
60228,17
9686,18
7304,19
7368,20
10765,21
19571,22
113554,23
93360,24
107669,25
66329,26
17385,27
8833,28
41385,29
2026,30
25120,31
171903,32
157704,33
179815,34
-1,35
-1,36
-1,42
422506,38
581007,37
190080,44
281464,43
609073,39
566036,40
540915,41
