attach,http://mandelhost.de:14265 score: 56.84554893493653 scoreNorm: 0.23431945376960053
1929,31318,0
4315,55932,1
1507,170341,2
126569,133391,3
65057,280160,4
3924,429974,5
14279,779598,6
507337,428761,7
476213,473033,8
414540,658248,9
350589,884726,10
289261,983517,11
227829,1085833,12
166285,1121879,13
104974,1275417,14
42175,1477333,15
246625,1390605,16
154856,1578603,17
123582,1667607,18
