attach,http://speedynode.ddns.net:14265 score: 23.11687868128272 scoreNorm: 0.2125382218614602
17073,0
147105,1
87083,2
47133,3
42209,4
15059,5
47391,6
93094,7
57438,8
117259,9
-1,10
-1,11
-1,13
-1,12
-1,14
-1,15
-1,16
-1,18
-1,17
-1,19
-1,20
-1,21
-1,23
-1,22
-1,26
-1,25
-1,24
-1,28
-1,27
-1,29
-1,30
-1,32
-1,31
195515,33
-1,34
-1,36
-1,35
-1,38
-1,37
-1,39
-1,41
-1,40
-1,42
-1,44
-1,43
