attach,https://node02.gubiota.ch:443 score: 36.97545744982749 scoreNorm: 0.33189084278712494
-1,0
-1,1
141655,2
-1,3
-1,5
-1,4
-1,6
-1,7
68809,9
144886,8
94852,10
-1,12
-1,11
97439,13
68679,14
67413,15
-1,16
149485,17
131578,18
63969,20
135702,19
54533,21
42360,22
16904,23
22160,24
13533,25
105124,26
64936,27
31065,28
28937,29
19414,31
100342,30
5936,32
4403,33
14145,34
25812,35
14879,36
27662,37
23221,38
23246,39
10813,40
87018,41
20257,42
9707,43
47287,44
