attach,https://hanspetzersnode.org:14267 score: 74.2965561747551 scoreNorm: 0.6382892101833706
32771,0
46887,1
10126,2
4566,3
4941,4
62635,5
73917,6
27653,8
75190,7
29418,9
4989,10
17463,11
12006,12
3589,13
13206,14
11846,15
22042,16
27074,17
4072,18
6666,19
18229,20
2903,21
19448,22
5436,23
23907,24
13398,25
23636,26
10050,27
32937,28
7845,29
28740,30
10619,31
4659,32
12211,33
7865,34
33576,35
21531,36
54674,37
46568,38
6757,39
32228,40
23001,41
8996,42
16143,43
10574,44
