attach,https://piota-node.com:443 score: 11.023742002257837 scoreNorm: 0.0993848053505727
6271,0
14938,1
48122,2
13425,3
21742,4
12012,5
9081,6
29660,7
12154,8
7293,9
11740,10
6951,11
16825,12
39420,13
12549,14
23234,15
13732,16
26116,17
4410,18
64664,19
26478,20
25817,21
7677,22
31310,23
25859,24
5330,25
21863,26
15361,27
23019,28
33425,29
14311,30
7083,31
13155,32
11021,33
19771,34
10871,35
30049,36
10342,37
44836,38
54572,39
24637,40
14492,41
14957,42
21857,43
21327,44
