attach,https://node02.gubiota.ch:443 score: 36.4519636722417 scoreNorm: 0.32863353600527734
128539,0
-1,2
177500,1
-1,3
-1,5
151460,4
27519,6
53018,7
50300,8
116724,9
105778,10
-1,11
-1,13
156448,12
-1,14
-1,15
-1,16
-1,17
-1,18
-1,19
-1,21
-1,20
142725,22
37104,25
-1,24
-1,23
33871,26
96104,27
134262,28
-1,29
-1,30
64069,32
120358,31
22905,33
18224,34
11496,35
82866,36
-1,39
196409,37
-1,38
-1,40
147589,41
103857,42
-1,44
201605,43
