attach,http://node02.iotatoken.nl:14265 score: 43.98186872209821 scoreNorm: 0.39455176934751507
12811,0
3847,1
10123,2
6156,3
4658,4
9609,5
5836,6
16015,7
6439,8
9821,9
9622,10
6751,11
5076,12
212102,14
172766,15
145287,16
97026,17
350204,13
57286,18
2841,19
2840,20
2058,21
11111,22
4864,23
17978,24
2946,25
15942,26
2983,27
11278,28
5151,29
15957,30
7219,31
1148,32
5002,33
7676,34
13032,35
9159,36
1688,37
6504,38
841,39
11430,40
3078,41
5254,42
11461,43
1898,44
