attach,https://wallet1.iota.town:443 score: 117.794052028656 scoreNorm: 1
60264,0
124199,1
129183,2
105028,3
117972,4
38757,5
83145,6
126129,7
262883,8
280521,9
324925,10
353780,11
391168,12
436418,13
568324,14
600874,15
-1,16
596689,17
703460,18
-1,20
668987,19
693610,21
685953,22
684885,23
668510,24
-1,26
714279,25
-1,27
742271,28
-1,32
777029,29
-1,31
758824,30
-1,33
804869,34
-1,38
835429,35
-1,37
-1,36
-1,39
-1,44
-1,43
944033,40
-1,42
-1,41
