attach,https://wallet2.iota.town:443 score: 65.4837211737266 scoreNorm: 0.5559170437383055
277289,0
610272,1
664453,2
-1,5
-1,4
-1,6
-1,7
-1,8
-1,9
-1,10
862170,3
-1,18
-1,19
-1,17
-1,20
-1,16
-1,15
-1,14
-1,24
906358,11
-1,25
-1,23
-1,22
-1,21
955199,12
951328,13
-1,30
-1,31
-1,32
-1,33
-1,29
-1,28
-1,27
-1,26
-1,34
-1,35
-1,36
-1,44
-1,43
-1,42
-1,41
-1,40
-1,39
-1,38
-1,37
