attach,http://mandelhost.de:14265 score: 79.49004169464112 scoreNorm: 0.674822203037072
206179,0
285236,1
374457,2
637458,3
411217,11
1012965,5
1130531,6
1194936,7
1371477,8
1623545,9
1612047,10
