attach,https://nodes.thetangle.org:443 score: 93.13957579880616 scoreNorm: 0.7906984622292127
13802,0
4294,1
5010,2
2887,3
4671,4
1625,5
8544,6
28177,7
4046,8
1597,9
14890,10
2641,11
5929,12
1385,13
-1,14
9848,15
1090,16
13487,17
3590,18
7512,19
10192,20
5009,21
5870,22
3557,23
3058,24
3140,25
2258,26
1767,27
3035,28
2176,29
5207,30
3786,31
5676,32
4479,33
1059,34
2594,35
1998,36
1574,37
1284,38
1695,39
3358,40
-1,41
3976,42
3317,43
