attach,https://perma.iota.partners:443 score: 49.027071094512934 scoreNorm: 0.20029947263352765
13764,0
6459,1
3340,2
4871,3
3587,4
9389,5
18509,6
2641,8
13279,7
6073,9
5498,10
4501,11
8783,12
7431,13
2308,14
3302,15
2570,16
5719,17
3044,18
4743,19
5944,20
2889,21
2440,22
6243,23
3538,24
6840,25
4868,26
3251,27
3685,28
4572,29
5001,30
5544,31
6277,32
6691,33
2238,34
2553,35
1576,36
8192,37
8360,38
2629,39
10122,40
5707,41
2842,42
9388,43
2240,44
