attach,https://ultranode.iotatoken.nl:443 score: 244.26876878526474 scoreNorm: 0.9979569343273594
1873,0
9620,1
8984,2
6738,3
6209,4
9415,5
44011,6
-1,7
-1,8
159004,9
141089,10
179561,11
-1,12
-1,13
-1,15
182211,14
-1,16
-1,17
-1,19
-1,18
-1,21
-1,20
-1,22
-1,24
-1,23
-1,25
-1,26
-1,27
-1,28
-1,29
-1,30
-1,31
-1,32
-1,33
-1,34
-1,36
-1,35
-1,37
-1,38
-1,39
-1,40
-1,41
-1,42
-1,43
-1,44
