attach,http://mandelhost.de:14265 score: 39.26438137435913 scoreNorm: 0.16498842329455496
1237,25113,0
27098,40414,1
35975,93243,2
118670,206553,4
55839,454150,5
145000,45157,14
514304,22545,9
103156,639379,6
181262,764305,3
615074,269370,8
453169,486879,10
392705,514050,11
331177,566573,12
268501,638557,13
79620,974352,15
300953,835042,18
