id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-17T15:51:28.319Z, 2185
1, -22.924776, -43.179428, 2020-03-17T15:52:38.331Z, 1184
2, -22.925875, -43.179329, 2020-03-17T15:53:13.342Z, 1383
3, -22.928761, -43.179279, 2020-03-17T15:54:23.354Z, 1110
4, -22.930351, -43.178955, 2020-03-17T15:55:33.367Z, 1157
5, -22.930725, -43.179085, 2020-03-17T15:56:08.378Z, 1829
6, -22.931084, -43.179314, 2020-03-17T15:57:17.397Z, 758
7, -22.931461, -43.179459, 2020-03-17T15:58:28.415Z, 1291
8, -22.932478, -43.182209, 2020-03-17T15:59:38.430Z, 2037
9, -22.932751, -43.183285, 2020-03-17T16:00:13.438Z, 1465
10, -22.93276, -43.183285, 2020-03-17T16:00:47.444Z, 2844
