id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-17T15:51:54.322Z, 1950
1, -22.96034, -43.204342, 2020-03-17T15:52:54.336Z, 1462
2, -22.95949, -43.201069, 2020-03-17T15:53:54.348Z, 1002
3, -22.957621, -43.199081, 2020-03-17T15:54:54.359Z, 3288
4, -22.95569, -43.196388, 2020-03-17T15:55:54.376Z, 1333
5, -22.95536, -43.195789, 2020-03-17T15:56:54.390Z, 2236
6, -22.95443, -43.19286, 2020-03-17T15:57:54.411Z, 2696
7, -22.95307, -43.188931, 2020-03-17T15:59:24.428Z, 1441
8, -22.952959, -43.188622, 2020-03-17T15:59:54.433Z, 4322
9, -22.95188, -43.185631, 2020-03-17T16:00:54.446Z, 1261
10, -22.951389, -43.18454, 2020-03-17T16:01:54.456Z, 393
11, -22.950991, -43.183281, 2020-03-17T16:02:54.466Z, 2159
12, -22.94981, -43.181419, 2020-03-17T16:03:54.472Z, 3305
13, -22.947599, -43.182129, 2020-03-17T16:04:54.482Z, 1745
14, -22.943529, -43.181141, 2020-03-17T16:05:54.495Z, 1974
