attach,https://iotanode.world:14267 score: 49.99933892160879 scoreNorm: 0.4406083243766774
32604,0
43595,1
45418,2
21126,3
35545,4
56571,5
26245,6
13001,7
32828,8
31412,9
37538,11
106313,10
117477,12
124285,13
78245,14
44507,15
23336,16
27628,17
22501,18
66813,19
115014,20
95618,21
57858,22
55039,23
46654,24
25326,25
56774,26
107084,27
192131,28
-1,29
-1,31
388487,30
-1,36
380531,32
-1,35
427239,33
-1,34
-1,37
-1,38
449020,39
505718,40
483844,41
-1,44
-1,43
-1,42
