attach,http://node05.iotatoken.nl:14265 score: 59.17183405412946 scoreNorm: 0.5308176414492413
4990,0
7301,1
12996,2
2974,3
3495,4
5775,5
8439,6
2968,7
1096,8
3140,9
4637,10
2603,11
3437,12
2694,13
1969,14
5442,15
5519,16
4358,17
6844,18
10010,19
6045,20
14290,21
7262,22
4238,23
7266,24
3184,25
5111,26
1065,27
2632,28
5236,29
7496,30
6815,31
9101,32
1533,33
6342,34
3732,35
8047,36
4838,37
2463,38
4079,39
3728,40
12949,41
6117,42
12699,43
3332,44
