attach,http://173.249.50.233:14265 score: 39.942784745879045 scoreNorm: 0.2184425398868267 OQKQOMUTBKZZVHGPDNNULBFGUVABULRXLP9CUBPAXKUWEUINTJN9DRVFIII9YUTVJLWNYDEF9KX9USQMF
1571217772685,1571217881053,1571217916824,0
1571217937635,1571217938055,1571217954237,1
1571217981435,1571218022721,1571218063188,2
1571218398158,1571218411709,1571218437620,3
1571218419020,1571218454439,1571218552290,4
1571218459083,1571218506409,1571218574963,5
1571218800654,1571218815713,1571218882339,6
1571218863483,1571218885121,1571218907792,7
1571218947660,1571218961693,1571219045517,8
1571218988102,1571218998031,1571219105863,9
1571219053688,1571219124789,1571219188488,10
1571219137170,1571219168540,1571219197354,11
1571219190816,1571219198414,1571219239513,12
1571219231437,1571219240005,1571219264378,13
1571219315487,1571219371650,1571219399346,14
1571219379454,1571219400371,1571219430841,15
1571219442754,1571219496036,1571219581365,16
1571219484320,1571219581819,1571219649317,17
1571219631194,-1,-1,19
1571219568421,1571219649536,-1,18
1571219694628,1571219789547,1571219852760,20
1571219757364,1571219783277,-1,21
1571219820643,-1,-1,22
1571219883599,-1,-1,23
1571219925904,1571220015775,1571220119054,24
1571219967733,1571220014832,-1,25
1571220206254,1571220213235,-1,26
1571220268320,1571220362636,-1,27
1571220502107,-1,-1,29
1571220417401,1571220527018,-1,28
1571220575883,1571220630063,-1,30
1571220638314,-1,-1,31
1571220680239,1571220744642,-1,32
1571220762721,-1,-1,33
1571220825375,1571220827012,-1,34
1571220870058,-1,-1,35
1571220944805,1571220992455,-1,36
1571221014494,-1,-1,37
1571221088508,1571221131516,-1,39
1571221045363,1571221150026,-1,38
1571221191923,-1,-1,40
1571221221904,1571221321049,-1,41
1571221327628,-1,-1,42
1571221368434,1571221450531,-1,43
1571221450938,-1,-1,44
