attach,https://node01.gubiota.ch:443 score: 37.60271368973419 scoreNorm: 0.29109578744084197
45103,0
77063,1
14067,2
74765,3
70006,4
88883,5
79621,6
36838,8
67019,7
42501,9
83793,10
95865,11
59371,12
37020,13
53088,14
81126,15
94643,16
71361,17
25771,18
46109,19
26774,20
44499,21
34975,22
54649,23
18319,24
15154,25
8640,26
44299,27
16986,28
61362,29
21413,30
81216,31
37716,33
129317,32
85474,34
35876,35
15619,37
158181,36
151547,38
72974,40
-1,39
125650,41
143660,42
107723,43
-1,44
