attach,https://nodes.thetangle.org:443 score: 97.36889527738764 scoreNorm: 0.8907519860733979
15393,0
2393,1
2297,2
3420,3
10390,4
1206,5
4102,6
1585,7
2204,8
2656,9
-1,10
23650,11
3007,12
5772,13
3891,14
2735,15
1174,16
2530,17
8422,18
3187,19
3140,21
-1,20
3798,23
31123,22
998,24
957,25
3900,26
1054,27
1211,28
795,29
8768,30
10393,31
7564,32
753,33
34084,34
931,35
2244,36
5019,37
2117,38
2792,39
3383,40
1389,41
1643,42
2095,43
3436,44
