attach,http://31.214.240.100:14265 score: 12.860365837812424 scoreNorm: 0.10961604804737864
1511,0
8892,1
17241,2
14461,3
20766,4
10823,5
10422,6
26046,8
31462,7
7503,9
28183,10
18584,11
25034,12
41073,13
30758,14
27250,15
56572,16
17466,17
40298,18
24820,19
7716,20
33350,21
32147,22
34897,23
71918,24
17430,25
22915,26
15405,27
18604,28
19610,29
36137,30
32801,31
43179,32
1949,33
11661,34
47005,35
87699,36
45902,37
78913,38
64181,39
97099,40
25198,41
14284,42
13518,43
7000,44
