attach,https://nodes.thetangle.org:443 score: 93.13957579880616 scoreNorm: 0.7906984622292127
1759,0
8847,1
3669,2
23827,3
14080,4
3468,5
2040,6
2980,7
2078,8
2757,9
730,10
2104,11
9357,12
901,13
1574,14
2252,15
16943,16
2217,17
2148,18
1667,19
2259,20
7146,21
3313,22
1732,23
3937,24
1616,25
3645,26
3776,27
8591,28
4170,29
4813,30
5567,31
2550,32
3655,33
1571,34
2498,35
1765,36
1954,37
3236,38
827,39
51673,40
16819,41
1266,42
-1,43
1645,44
