attach,https://hanspetzersnode.org:14267 score: 74.73930196277797 scoreNorm: 0.6344913064421622
17847,0
14295,1
22509,2
21046,3
51178,4
15835,5
12449,6
18462,7
66713,8
21430,9
53518,10
9802,11
10533,12
27623,13
76645,14
54783,15
38642,16
45727,17
49845,18
19097,19
15559,20
8993,21
52632,22
39083,23
135024,24
90567,25
94360,26
137652,27
159011,28
153278,29
189985,30
35605,31
104226,32
120371,33
68746,34
158297,35
164254,36
75085,37
35617,38
115468,39
57629,40
11811,41
27174,42
16022,43
23781,44
