attach,http://116.202.20.58:14265 score: 46.139989560081844 scoreNorm: 0.4855152392496162
7669,0
5461,1
14182,2
11525,3
15510,4
8140,5
7996,6
4329,7
11437,8
14482,9
8467,10
4926,11
3606,12
18422,13
13714,14
15676,15
-1,16
2947,17
7111,18
2088,19
18759,20
6586,21
29367,22
4536,23
2672,24
11970,25
8470,26
29056,27
8805,28
6409,29
14339,30
19197,31
22079,32
9481,33
34219,34
16419,35
4549,36
15531,37
6595,38
10242,39
8201,40
2154,41
13484,42
16754,43
15241,44
